0,0.00E+00
2.17305,1.17305
2.86148,1.17305
4.60875,0.00E+00
4.84881,0.00E+00
6.00523,0.00E+00
6.98266,7.06837
7.26327,8.48283
7.38288,5.69446
7.78816,12.6211
8.33034,13.1633
8.49572,0.00E+00
9.1288,13.1633
11.0871,19.1813
11.1435,12.6211
12.3897,0.00E+00
12.9219,19.1813
13.5554,17.223
15.3751,0.00E+00
15.9453,19.1813
15.9979,32.4167
16.2352,0.00E+00
17.2574,33.2991
18.6674,0.00E+00
19.8758,40.6917
19.9131,0.00E+00
20.6974,38.0512
20.9315,42.9891
21.691,56.8304
21.9243,40.6917
21.9649,42.9891
22.8054,56.8304
23.3595,61.6844
24.0895,61.1304
24.8276,62.4224
24.917,62.4224
26.2243,61.1304
26.6251,32.4167
27.0852,61.6844
29.0819,66.5873
29.6082,69.5484
29.6503,66.5873
30.0463,69.5484
30.5516,71.5215
30.68,70.6203
33.5871,70.6203
33.9948,56.0708
34.4223,75.4061
37.4717,75.4061
38.5497,75.4061
41.6237,78.4801
46.2437,78.4801
48.5421,75.4061
50.0751,82.3115
61.9447,95.714
67.0071,95.714
81.2584,109.965
